Price,Close,High,Low,Open,Volume
1981-05-29,0.11325565725564957,0.11368377859293889,0.11325565725564958,0.11325565725564958,59382400
1981-06-01,0.11325565725564957,0.11368377859293889,0.11325565725564958,0.11325565725564958,51251200
1981-06-02,0.10770007967948914,0.10812743649310619,0.10770007967948914,0.10812743649310619,40432000
1981-06-03,0.10770007967948914,0.10855478189441214,0.10770007967948914,0.10770007967948914,39446400
1981-06-04,0.10983685404062271,0.11026419944856376,0.10983685404062271,0.10983685404062271,56067200
1981-06-05,0.1081274226307869,0.10855476797730566,0.1081274226307869,0.10855476797730566,57680000
1981-06-08,0.1042812168598175,0.10470857354583821,0.1042812168598175,0.10470857354583821,93497600
1981-06-09,0.10641796141862869,0.10684531799437874,0.10641796141862869,0.10641796141862869,119593600
1981-06-10,0.10770007967948914,0.1089821387080292,0.10770007967948914,0.10770007967948914,25222400
1981-06-11,0.11240090429782867,0.11282826086014949,0.11240090429782867,0.11240090429782867,38976000
1981-06-12,0.11111891269683838,0.1115462695155822,0.11111891269683838,0.1115462695155822,25804800
1981-06-15,0.11069154739379883,0.11111890417978657,0.11069154739379883,0.11111890417978657,143763200
1981-06-16,0.10855475068092346,0.10898210737165973,0.10855475068092346,0.10898210737165973,37251200
1981-06-17,0.10684538632631302,0.10727273176306296,0.10684538632631302,0.10727273176306296,27574400
1981-06-18,0.10641796141862869,0.10727266315782404,0.10641796141862869,0.10684531799437874,23049600
1981-06-19,0.10342653095722198,0.10385387629728106,0.103426530957222,0.10385387629728106,27507200
1981-06-22,0.09957955777645111,0.10000690302806528,0.09957955777645111,0.10000690302806528,10841600
1981-06-23,0.10128895938396454,0.10214442580890981,0.10128895938396454,0.10128895938396454,15030400
1981-06-24,0.0987248495221138,0.09957956289388038,0.0987248495221138,0.09957956289388038,23027200
1981-06-25,0.10086160153150558,0.10128895813261499,0.10086160153150557,0.10086160153150557,24259200
1981-06-26,0.09957955777645111,0.10043425969198656,0.09957955777645111,0.10043425969198656,23788800
1981-06-29,0.09616073966026306,0.0970154416857514,0.09616073966026306,0.0970154416857514,10595200
1981-06-30,0.08889497816562653,0.08932232928270062,0.08889497816562653,0.08932232928270062,35907200
1981-07-01,0.08804025501012802,0.08846760605334693,0.08804025501012802,0.08846760605334693,170464000
1981-07-02,0.08804025501012802,0.08846760605334693,0.08804025501012802,0.08804025501012802,30284800
1981-07-06,0.08504876494407654,0.08590347263678688,0.08504876494407654,0.08590347263678688,16531200
1981-07-07,0.08590348064899445,0.08675818842142329,0.08590348064899445,0.08590348064899445,15836800
1981-07-08,0.08932230621576309,0.0897504275532938,0.08932230621576309,0.08932230621576309,16620800
1981-07-09,0.0824846476316452,0.08291199862523187,0.0824846476316452,0.08291199862523187,32883200
1981-07-10,0.07607356458902359,0.07650091553842811,0.07607356458902359,0.07650091553842811,55171200
1981-07-13,0.07778377085924149,0.0782111276600417,0.07778377085924149,0.07778377085924149,45740800
1981-07-14,0.08120259642601013,0.08205730425814343,0.08120259642601013,0.08120259642601013,19779200
1981-07-15,0.0833394005894661,0.0837667518151619,0.0833394005894661,0.0833394005894661,10953600
1981-07-16,0.08547614514827728,0.0863308530760206,0.08547614514827728,0.08547614514827728,15232000
1981-07-17,0.08846759796142578,0.08889495467171007,0.08846759796142578,0.08846759796142578,19824000
1981-07-20,0.0824846476316452,0.08291199862523187,0.0824846476316452,0.08291199862523187,23654400
1981-07-21,0.08205728977918625,0.08248464647292356,0.08205728977918625,0.08248464647292356,31942400
1981-07-22,0.07735562324523926,0.07821110118204215,0.07735562324523926,0.07821110118204215,22668800
1981-07-23,0.07949315756559372,0.07992051421003492,0.07949315756559372,0.07949315756559372,34451200
1981-07-24,0.08205728977918625,0.08248464647292356,0.08205728977918625,0.08205728977918625,28851200
1981-07-27,0.08547614514827728,0.08590349625907115,0.08547614514827728,0.08547614514827728,17337600
1981-07-28,0.0824846476316452,0.08291199862523187,0.0824846476316452,0.08291199862523187,22848000
1981-07-29,0.08120259642601013,0.08162995319515426,0.08120259642601013,0.08162995319515426,15500800
1981-07-30,0.08419409394264221,0.08504880200782915,0.08419409394264221,0.08419409394264221,9900800
1981-07-31,0.08547614514827728,0.08590349625907115,0.08547614514827728,0.08547614514827728,10953600
1981-08-03,0.08462139964103699,0.08547610718921343,0.08462139964103699,0.08547610718921343,12432000
1981-08-04,0.08590348064899445,0.08633083738828615,0.08590348064899445,0.08590348064899445,31673600
1981-08-05,0.08846759796142578,0.08889495467171007,0.08846759796142578,0.08846759796142578,17494400
1981-08-06,0.08633081614971161,0.08675816707771451,0.08633081614971161,0.08675816707771451,10528000
1981-08-07,0.08633081614971161,0.08675816707771451,0.08633081614971161,0.08633081614971161,9206400
1981-08-10,0.08633081614971161,0.08633081614971161,0.08633081614971161,0.08633081614971161,0
1981-08-11,0.08376672118902206,0.08462142903407914,0.08376672118902206,0.08462142903407914,71456000
1981-08-12,0.08205728977918625,0.08248464647292356,0.08205728977918625,0.08248464647292356,26275200
1981-08-13,0.07949315756559372,0.07992051421003492,0.07949315756559372,0.07992051421003492,27484800
1981-08-14,0.07821112126111984,0.07906582908663609,0.07821112126111984,0.07906582908663609,24192000
1981-08-17,0.07564625889062881,0.07650096707134353,0.07564625889062881,0.07650096707134353,18905600
1981-08-18,0.073936827480793,0.0747915354875485,0.073936827480793,0.0747915354875485,17001600
1981-08-19,0.0730820894241333,0.07393679707944997,0.0730820894241333,0.07393679707944997,20675200
1981-08-20,0.073936827480793,0.07436418433724881,0.073936827480793,0.073936827480793,17113600
1981-08-21,0.06880854815244675,0.06966325569968049,0.06880854815244675,0.06966325569968049,41910400
1981-08-24,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06496159609358174,23072000
1981-08-25,0.06624447554349899,0.06667182678680678,0.06624447554349899,0.06624447554349899,40700800
1981-08-26,0.06496158242225647,0.06538893324878947,0.06496158242225647,0.06538893324878947,33600000
1981-08-27,0.06538895517587662,0.0658170764764655,0.06538895517587662,0.06538895517587662,25916800
1981-08-28,0.06880854815244675,0.06923589907298709,0.06880854815244675,0.06880854815244675,38035200
1981-08-31,0.06880854815244675,0.06923589907298709,0.06880854815244675,0.06880854815244675,40947200
1981-09-01,0.0730820894241333,0.07350944610486852,0.0730820894241333,0.0730820894241333,37027200
1981-09-02,0.07436419278383255,0.07479154398267251,0.07436419278383255,0.07436419278383255,19376000
1981-09-03,0.07051799446344376,0.07137270238903505,0.07051799446344376,0.07137270238903505,37475200
1981-09-04,0.06966326385736465,0.07009061482794851,0.06966326385736465,0.07009061482794851,15254400
1981-09-08,0.06752652674913406,0.06795388364651098,0.06752652674913406,0.06795388364651098,25446400
1981-09-09,0.06752652674913406,0.06795388364651098,0.06752652674913406,0.06752652674913406,30531200
1981-09-10,0.06795383989810944,0.06838119081420292,0.06795383989810944,0.06795383989810944,34809600
1981-09-11,0.06709915399551392,0.06752650504940434,0.06709915399551392,0.06752650504940434,17539200
1981-09-14,0.06496158242225647,0.06538893324878947,0.06496158242225647,0.06538893324878947,27686400
1981-09-15,0.06325220316648483,0.06367955423261434,0.06325220316648483,0.06367955423261434,19510400
1981-09-16,0.06197012588381767,0.062397482568714094,0.06197012588381767,0.062397482568714094,19353600
1981-09-17,0.06026066094636917,0.06068801727944038,0.06026066094636917,0.06068801727944038,19376000
1981-09-18,0.06068805232644081,0.061115403200155544,0.06068805232644081,0.06068805232644081,26320000
1981-09-21,0.061115436255931854,0.061542793066945385,0.061115436255931854,0.061115436255931854,49033600
1981-09-22,0.05769659951329231,0.05812395053826498,0.05769659951329231,0.05812395053826498,47420800
1981-09-23,0.056414540857076645,0.0572692487015191,0.056414540857076645,0.0572692487015191,28201600
1981-09-24,0.05598718300461769,0.05641453402198426,0.05598718300461769,0.05641453402198426,18300800
1981-09-25,0.048721395432949066,0.04957610309846643,0.048721395432949066,0.04957610309846643,34608000
1981-09-28,0.049148738384246826,0.04957609500027427,0.049148738384246826,0.049148738384246826,91728000
1981-09-29,0.05171287804841995,0.052140234805650464,0.05171287804841995,0.05171287804841995,94684800
1981-09-30,0.0521402545273304,0.05256760574004867,0.0521402545273304,0.0521402545273304,49996800
1981-10-01,0.0521402545273304,0.05256760574004867,0.0521402545273304,0.0521402545273304,61129600
1981-10-02,0.056414540857076645,0.05684189763237539,0.056414540857076645,0.056414540857076645,45046400
1981-10-05,0.058123957365751266,0.058978665222248663,0.058123957365751266,0.058123957365751266,43097600
1981-10-06,0.05769659951329231,0.05812395053826498,0.05769659951329231,0.05812395053826498,28358400
1981-10-07,0.061115436255931854,0.0619701441718034,0.061115436255931854,0.061115436255931854,38841600
1981-10-08,0.06325220316648483,0.06367955423261434,0.06325220316648483,0.06325220316648483,31091200
1981-10-09,0.06367956101894379,0.06453426894844401,0.06367956101894379,0.06367956101894379,54521600
1981-10-12,0.06581707298755646,0.0662444296408943,0.06581707298755646,0.06581707298755646,27350400
1981-10-13,0.06581707298755646,0.06667178058807874,0.06581707298755646,0.06581707298755646,44195200
1981-10-14,0.06197012588381767,0.062397482568714094,0.06197012588381767,0.062397482568714094,30979200
1981-10-15,0.06325220316648483,0.06367955423261434,0.06325220316648483,0.06325220316648483,29433600
1981-10-16,0.06239750608801842,0.06282485722784119,0.06239750608801841,0.06282485722784119,36467200
1981-10-19,0.06367956101894379,0.0641069178367717,0.06367956101894379,0.06367956101894379,20585600
1981-10-20,0.06709915399551392,0.06752650504940434,0.06709915399551392,0.06709915399551392,35728000
1981-10-21,0.06709915399551392,0.06752650504940434,0.06709915399551392,0.06709915399551392,76899200
1981-10-22,0.06667178869247437,0.06709914539776024,0.06667178869247437,0.06709914539776024,32278400
1981-10-23,0.06496158242225647,0.06538893324878947,0.06496158242225647,0.06538893324878947,27910400
1981-10-26,0.06496158242225647,0.06538893324878947,0.06496158242225647,0.06496158242225647,27283200
1981-10-27,0.06624447554349899,0.06709918373627191,0.06624447554349899,0.06624447554349899,85590400
1981-10-28,0.06838121265172958,0.06880856941045235,0.06838121265172958,0.06838121265172958,44172800
1981-10-29,0.06752652674913406,0.06795388364651098,0.06752652674913406,0.06795388364651098,30486400
1981-10-30,0.06838121265172958,0.06880856941045235,0.06838121265172958,0.06838121265172958,52729600
1981-11-02,0.06838121265172958,0.06880856941045235,0.06838121265172958,0.06838121265172958,36915200
1981-11-03,0.06752652674913406,0.06795388364651098,0.06752652674913406,0.06795388364651098,28380800
1981-11-04,0.06581707298755646,0.0662444296408943,0.06581707298755646,0.0662444296408943,23811200
1981-11-05,0.061115436255931854,0.061542793066945385,0.061115436255931854,0.061542793066945385,23363200
1981-11-06,0.06154276803135872,0.06197011896237046,0.06154276803135872,0.06154276803135872,24595200
1981-11-09,0.06239750608801842,0.06282485722784119,0.06239750608801841,0.06239750608801841,20384000
1981-11-10,0.0628248080611229,0.06325216457265229,0.0628248080611229,0.0628248080611229,16755200
1981-11-11,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,27440000
1981-11-12,0.06667178869247437,0.06709914539776024,0.06667178869247437,0.06667178869247437,39916800
1981-11-13,0.06197012588381767,0.062397482568714094,0.06197012588381767,0.062397482568714094,21011200
1981-11-16,0.061115436255931854,0.061542793066945385,0.061115436255931854,0.061542793066945385,22556800
1981-11-17,0.06239750608801842,0.06282485722784119,0.06239750608801841,0.06239750608801841,35414400
1981-11-18,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,29142400
1981-11-19,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,40006400
1981-11-20,0.06496158242225647,0.06538893324878947,0.06496158242225647,0.06496158242225647,38102400
1981-11-23,0.06197012588381767,0.06282483354745669,0.06197012588381767,0.06282483354745669,22960000
1981-11-24,0.06154276803135872,0.06197011896237046,0.06154276803135872,0.06197011896237046,22153600
1981-11-25,0.0628248080611229,0.06325216457265229,0.0628248080611229,0.0628248080611229,52550400
1981-11-27,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,37251200
1981-11-30,0.06367956101894379,0.0641069178367717,0.06367956101894379,0.0641069178367717,23968000
1981-12-01,0.06367956101894379,0.0641069178367717,0.06367956101894379,0.06367956101894379,23385600
1981-12-02,0.06410688906908035,0.06453423998898077,0.06410688906908035,0.06410688906908035,37564800
1981-12-03,0.06325220316648483,0.06367955423261434,0.06325220316648483,0.06367955423261434,20428800
1981-12-04,0.06496158242225647,0.06538893324878947,0.06496158242225647,0.06496158242225647,137155200
1981-12-07,0.06538895517587662,0.0658170764764655,0.06538895517587662,0.06538895517587662,59292800
1981-12-08,0.06410688906908035,0.06496159661503423,0.06410688906908035,0.06496159661503423,50624000
1981-12-09,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,34272000
1981-12-10,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,37408000
1981-12-11,0.06410688906908035,0.06496159661503423,0.06410688906908035,0.06453423998898077,76092800
1981-12-14,0.06197012588381767,0.06282483354745669,0.06197012588381767,0.06282483354745669,25244800
1981-12-15,0.06367956101894379,0.0641069178367717,0.06367956101894379,0.06367956101894379,31315200
1981-12-16,0.06667178869247437,0.06709914539776024,0.06667178869247437,0.06667178869247437,65452800
1981-12-17,0.0722273737192154,0.07265473035232255,0.0722273737192154,0.0722273737192154,51452800
1981-12-18,0.07821112126111984,0.07863847232080051,0.07821112126111984,0.07821112126111984,71724800
1981-12-21,0.07479149103164673,0.0752188476340827,0.07479149103164673,0.0752188476340827,56403200
1981-12-22,0.07607356458902359,0.07650091553842811,0.07607356458902359,0.07607356458902359,53827200
1981-12-23,0.07436419278383255,0.07479154398267251,0.07436419278383255,0.07479154398267251,28896000
1981-12-24,0.07479149103164673,0.0752188476340827,0.07479149103164673,0.07479149103164673,28918400
1981-12-28,0.07137271761894226,0.07222742002075912,0.07137271761894226,0.07222742002075912,36579200
1981-12-29,0.07265473157167435,0.07350943914607994,0.07265473157167435,0.07265473157167435,24236800
1981-12-30,0.07564625889062881,0.07607361583406481,0.07564625889062881,0.07564625889062881,32188800
1981-12-31,0.07564625889062881,0.07607361583406481,0.07564625889062881,0.07564625889062881,54656000
1982-01-04,0.07521887123584747,0.07564622226622257,0.07521887123584747,0.07564622226622257,71254400
1982-01-05,0.07137271761894226,0.07222742002075912,0.07137271761894226,0.07222742002075912,35840000
1982-01-06,0.07051799446344376,0.07094534557316161,0.07051799446344376,0.07094534557316161,66080000
1982-01-07,0.06496158242225647,0.06581705440581506,0.06496158242225647,0.06581705440581506,70044800
1982-01-08,0.06795383989810944,0.06838119081420292,0.06795383989810944,0.06795383989810944,56604800
1982-01-11,0.06367956101894379,0.0641069178367717,0.06367956101894379,0.0641069178367717,33331200
1982-01-12,0.06154276803135872,0.06197011896237046,0.06154276803135872,0.06197011896237046,59920000
1982-01-13,0.061115436255931854,0.061542793066945385,0.061115436255931854,0.061542793066945385,41753600
1982-01-14,0.06410688906908035,0.06453423998898077,0.06410688906908035,0.06410688906908035,25715200
1982-01-15,0.06838121265172958,0.06923592046302031,0.06838121265172958,0.06838121265172958,46704000
1982-01-18,0.06966326385736465,0.07051797150468608,0.06966326385736465,0.06966326385736465,28000000
1982-01-19,0.06795383989810944,0.06880854743644939,0.06795383989810944,0.06880854743644939,55507200
1982-01-20,0.0692359134554863,0.06966327017095526,0.0692359134554863,0.0692359134554863,25827200
1982-01-21,0.07051799446344376,0.07094534557316161,0.07051799446344376,0.07051799446344376,33331200
1982-01-22,0.07094530016183853,0.07137265670416564,0.07094530016183853,0.07094530016183853,24259200
1982-01-25,0.06880854815244675,0.06923589907298709,0.06880854815244675,0.06923589907298709,44710400
1982-01-26,0.06624447554349899,0.06709918373627191,0.06624447554349899,0.06709918373627191,21212800
1982-01-27,0.06667178869247437,0.06752649639689201,0.06667178869247437,0.06667178869247437,31360000
1982-01-28,0.06880854815244675,0.06923589907298709,0.06880854815244675,0.06880854815244675,39603200
1982-01-29,0.06966326385736465,0.07009061482794851,0.06966326385736465,0.06966326385736465,53155200
1982-02-01,0.06880854815244675,0.06966325569968049,0.06880854815244675,0.06966325569968049,38528000
1982-02-02,0.0692359134554863,0.07009062118027,0.0692359134554863,0.0692359134554863,54275200
1982-02-03,0.0692359134554863,0.06966327017095526,0.0692359134554863,0.0692359134554863,31472000
1982-02-04,0.06752652674913406,0.06795388364651098,0.06752652674913406,0.06795388364651098,22041600
1982-02-05,0.06752652674913406,0.06795388364651098,0.06752652674913406,0.06752652674913406,40297600
1982-02-08,0.06325220316648483,0.06367955423261434,0.06325220316648483,0.06367955423261434,31696000
1982-02-09,0.06325220316648483,0.06367955423261434,0.06325220316648483,0.06325220316648483,57904000
1982-02-10,0.06410688906908035,0.06453423998898077,0.06410688906908035,0.06410688906908035,38796800
1982-02-11,0.06325220316648483,0.06367955423261434,0.06325220316648483,0.06367955423261434,24528000
1982-02-12,0.06410688906908035,0.06453423998898077,0.06410688906908035,0.06410688906908035,19644800
1982-02-16,0.0628248080611229,0.06325216457265229,0.0628248080611229,0.06325216457265229,34316800
1982-02-17,0.06367956101894379,0.0641069178367717,0.06367956101894379,0.06367956101894379,25580800
1982-02-18,0.06453423947095871,0.06496159609358174,0.06453423947095871,0.06453423947095871,28380800
1982-02-19,0.06410688906908035,0.06453423998898077,0.06410688906908035,0.06453423998898077,13596800
1982-02-22,0.06325220316648483,0.06367955423261434,0.06325220316648483,0.06367955423261434,26633600
1982-02-23,0.06239750608801842,0.06282485722784119,0.06239750608801841,0.06282485722784119,34540800
1982-02-24,0.0628248080611229,0.06325216457265229,0.0628248080611229,0.0628248080611229,37945600
1982-02-25,0.06239750608801842,0.06282485722784119,0.06239750608801841,0.06282485722784119,30800000
1982-02-26,0.06239750608801842,0.06282485722784119,0.06239750608801841,0.06239750608801841,17427200
1982-03-01,0.0628248080611229,0.06325216457265229,0.0628248080611229,0.0628248080611229,35302400
1982-03-02,0.0628248080611229,0.06325216457265229,0.0628248080611229,0.0628248080611229,34809600
1982-03-03,0.0628248080611229,0.06325216457265229,0.0628248080611229,0.0628248080611229,23654400
1982-03-04,0.06154276803135872,0.06197011896237046,0.06154276803135872,0.06197011896237046,38371200
